iso_codes,n_feat,cwals_old,cwals_new,id,genus,name
pqa,8,0.5,0.5,paa,West Chadic,Pa'a
pqm,15,0.5766666666666667,0.55,psm,Algonquian,Passamaquoddy-Maliseet
prn,4,0.5,0.5,pra,Nuristani,Prasuni
prs,1,1,1,dri,Iranian,Dari
prx,7,0.8571428571428571,0.8571428571428571,prk,Bodic,Purki
psa,1,1,1,pis,Awju-Dumut,Pisa
pss,5,0.2,0.2,kau,Oceanic,Kaulong
pst,13,0.5980769230769231,0.5796703296703297,psh,Iranian,Pashto
psw,4,0.5,0.5,psw,Oceanic,Port Sandwich
ptp,1,0,0,pat,Oceanic,Patep
pue,6,0.8333333333333334,0.8333333333333334,gku,Puelche,Gününa Küne
puw,10,0.3,0.3,pul,Oceanic,Puluwat
pwa,5,0.4,0.4,paw,Pawaian,Pawaian
pwg,3,0.5,0.4666666666666667,gap,Oceanic,Gapapaiwa
pwn,23,0.5255175983436853,0.463768115942029,pai,Paiwan,Paiwan
pwu,6,1,1,ptw,Wintuan,Patwin
pym,11,0.5454545454545454,0.5454545454545454,fye,Platoid,Fyem
quh,3,0.16666666666666669,0.1111111111111111,qco,Quechuan,Quechua (Cochabamba)
qui,11,0.6818181818181818,0.6666666666666666,qui,Chimakuan,Quileute
qum,9,0.4444444444444444,0.4444444444444444,qum,Mayan,Sipakapense
quy,1,1,1,qay,Quechuan,Quechua (Ayacucho)
qvh,8,0.875,0.875,qhu,Quechuan,Quechua (Huallaga)
qvi,28,0.6621173469387756,0.6377551020408163,qim,Quechuan,Quechua (Imbabura)
qvn,1,1,1,qta,Quechuan,Quechua (Tarma)
qxs,8,0.7083333333333334,0.7,NA,NA,NA
rab,3,1,1,cml,Mahakiranti,Camling
ram,22,0.26531385281385284,0.19696969696969693,cnl,Ge-Kaingang,Canela
ran,1,0,0,ria,Kolopom,Riantana
rao,4,0.5,0.5,rao,Annaberg,Rao
rap,27,0.21750440917107583,0.14567901234567898,rap,Oceanic,Rapanui
ras,4,0.775,0.7333333333333334,ori,Rashad,Orig
raw,12,0.125,0.11111111111111109,raw,Nungish,Rawang
rbb,4,0.0625,0,NA,NA,NA
rej,1,0,0,rej,Rejang,Rejang
rel,4,0.4125,0.3125,ren,Lowland East Cushitic,Rendille
rgr,10,0.525,0.5,res,Inland Northern Arawakan,Resígaro
rif,10,0.6,0.6,brf,Berber,Berber (Rif)
rim,2,1,1,rim,Bantoid,Rimi
rit,8,1,1,rit,Western Pama-Nyungan,Ritharngu
rji,1,0,0,rji,Raji-Raute,Raji
rkb,3,0.6666666666666666,0.6666666666666666,rik,Rikbaktsa,Rikbaktsa
rma,23,0.48307453416149065,0.4169772256728778,ram,Rama,Rama
rmb,3,1,1,rmb,Rembarnga,Rembarnga
rmn,2,0.375,0.3333333333333333,rav,Indic,Romani (Ajia Varvara)
rmt,7,0.8571428571428571,0.8571428571428571,dom,Indic,Domari
rmw,7,0.5714285714285714,0.5714285714285714,rwe,Indic,Romani (Welsh)
rmy,4,0.375,0.34523809523809523,rka,Indic,Romani (Kalderash)
roh,3,0.33333333333333337,0.33333333333333337,rmc,Romance,Romansch
ron,18,0.47222222222222215,0.4523809523809524,mol,Romance,Moldavian
rou,10,0.7,0.7,run,Maban,Runga
rth,3,0.16666666666666669,0.1111111111111111,tor,Sangiric,Toratán
rtm,7,0.5,0.4857142857142857,rot,Oceanic,Rotuman
rug,6,0.16666666666666669,0.16666666666666669,rov,Oceanic,Roviana
run,2,1,1,rnd,Bantoid,Rundi
rus,28,0.45340136054421776,0.41836734693877553,rus,Slavic,Russian
rut,8,0.875,0.875,rut,Lezgic,Rutul
rwa,6,0,0,pok,Serra Hills,Poko-Rawo
rwo,3,1,1,rwa,Finisterre-Huon,Rawa
sac,2,1,1,fox,Algonquian,Fox
sad,12,0.625,0.6166666666666667,sdw,NA,Sandawe
sag,23,0.25222567287784675,0.17391304347826092,san,Ubangi,Sango
sah,10,0.8200000000000001,0.8,ykt,Turkic,Yakut
saj,10,0.22500000000000003,0.20000000000000004,sah,North Halmaheran,Sahu
sat,9,0.7777777777777778,0.7777777777777778,stl,Munda,Santali
sba,12,0.5208333333333334,0.5,ngm,Bongo-Bagirmi,Ngambay
sbc,8,0.375,0.375,kel,Oceanic,Kele
sbe,11,0.5227272727272727,0.4909090909090909,slb,Oceanic,Saliba (in Papua New Guinea)
sbf,3,0.6666666666666666,0.6666666666666666,shb,NA,Shabo
sbs,2,1,1,sub,Bantoid,Subiya
sbu,1,1,1,tod,Bodic,Tod
sce,6,0.8333333333333334,0.8333333333333334,sta,Mongolic,Santa
scl,7,0.5714285714285714,0.5714285714285714,sna,Indic,Shina
scs,25,0.5135714285714286,0.4799999999999999,NA,NA,NA
sdg,4,1,1,sav,Indic,Savi
sdp,2,1,1,shd,Western Arunachal,Sherdukpen
sed,6,0.25,0.23333333333333334,sed,Bahnaric,Sedang
see,4,0.7125,0.625,snc,Northern Iroquoian,Seneca
seh,1,1,1,sen,Bantoid,Sena
sei,10,0.6,0.6,ser,Seri,Seri
sel,7,1,1,skp,Samoyedic,Selkup
sen,4,0.75,0.75,nrg,Senufo,Nanerge
ser,1,1,1,srr,California Uto-Aztecan,Serrano
ses,22,0.20416666666666666,0.13636363636363635,kse,Songhay,Koyraboro Senni
set,16,0.43697916666666664,0.38541666666666663,snt,NA,Sentani
sey,1,1,1,sec,Tucanoan,Secoya
sgw,5,0.8333333333333333,0.8333333333333333,chh,Semitic,Chaha
shb,6,0.6666666666666666,0.6666666666666666,shi,Yanomam,Shiriana
shh,5,1,1,sho,Numic,Shoshone
shi,9,0.8888888888888888,0.8888888888888888,tas,Berber,Tashlhiyt
shj,6,0.6666666666666666,0.6666666666666666,sht,Daju,Shatt
shk,9,0.6666666666666666,0.6666666666666666,shl,Nilotic,Shilluk
shp,20,0.5552380952380952,0.4907142857142857,shk,Panoan,Shipibo-Konibo
shs,14,0.6607142857142857,0.6428571428571429,shu,Interior Salish,Shuswap
sht,1,1,1,shs,Shasta,Shasta
shu,1,1,1,abb,Semitic,Arabic (Chadian)
shy,1,1,1,bch,Berber,Berber (Chaouia)
sid,8,0.625,0.625,sid,Highland East Cushitic,Sidaama
sif,3,0.6666666666666666,0.6666666666666666,sme,Kru,Seme
sin,4,0.90625,0.8928571428571428,snh,Indic,Sinhala
sip,9,0.1111111111111111,0.1111111111111111,skk,Bodic,Sikkimese
sis,12,0.7291666666666667,0.7222222222222222,siu,Siuslawan,Siuslaw
siw,6,0.9166666666666666,0.8888888888888888,mot,East Bougainville,Motuna
siz,4,0.5,0.5,bsi,Berber,Berber (Siwa)
sja,23,0.567184265010352,0.5101449275362319,epe,Choco,Epena Pedee
sjd,1,1,1,ski,Saami,Saami (Kildin)
sjg,4,1,1,sug,Taman,Sungor
sjr,3,0.33333333333333337,0.33333333333333337,sir,Oceanic,Siar
skd,19,0.7699248120300752,0.7393483709273183,mss,Miwok,Miwok (Southern Sierra)
skf,6,0.33333333333333337,0.33333333333333337,mek,Tupari,Mekens
skj,2,1,1,tbx,Bodic,Tangbe
sku,7,0.8571428571428571,0.8571428571428571,sak,Oceanic,Sakao
skv,3,0.75,0.6666666666666666,sko,Western Skou,Skou
slc,3,0.6666666666666666,0.6666666666666666,sba,Sáliba,Sáliba (in Colombia)
sld,1,1,1,ssa,Southern-Central Gur,Sisaala
sll,9,0.6203703703703703,0.5740740740740741,syu,Chimbu,Salt-Yui
sln,8,0.6875,0.6666666666666666,sal,NA,Salinan
slp,8,0.375,0.375,lmh,Central Malayo-Polynesian,Lamaholot
slr,1,1,1,slr,Turkic,Salar
slv,9,0.5555555555555556,0.5555555555555556,slo,Slavic,Slovene
sme,13,0.5961538461538461,0.5934065934065934,sno,Saami,Saami (Northern)
smo,13,0.27564102564102566,0.23076923076923075,sam,Oceanic,Samoan
smq,1,1,1,nmd,East Strickland,Samo
smr,3,0,0,sim,Northwest Sumatra-Barrier Islands,Simeulue
sna,8,0.75,0.75,krg,Bantoid,Karanga
snc,6,0.8333333333333334,0.8333333333333334,sng,Oceanic,Sinaugoro
snd,1,0,0,sdh,Indic,Sindhi
snf,9,0.6018518518518519,0.5740740740740741,noo,Cangin,Noon
snk,3,0,0,snn,Western Mande,Soninke
snn,6,1,1,sin,Tucanoan,Siona
snp,9,0.6666666666666666,0.6666666666666666,sia,Eastern Highlands,Siane
snq,4,1,1,sgu,Bantoid,Sangu
sob,6,0.6666666666666666,0.6666666666666666,sob,Oceanic,Sobei
som,19,0.5197368421052632,0.506265664160401,som,Lowland East Cushitic,Somali
sot,6,0.45833333333333337,0.4444444444444444,ses,Bantoid,Sesotho
sov,7,0.30952380952380953,0.2857142857142857,son,Oceanic,Sonsorol-Tobi
spa,27,0.4396384479717813,0.39814814814814814,spa,Romance,Spanish
spl,7,0.8571428571428571,0.8571428571428571,slp,Finisterre-Huon,Selepet
spo,1,1,1,spo,Interior Salish,Spokane
spp,26,0.4212454212454212,0.36538461538461536,sup,Senufo,Supyire
sps,4,0.25,0.25,taf,Oceanic,Taiof
spu,2,0.125,0,sap,Bahnaric,Sapuan
sqt,1,1,1,soq,Semitic,Soqotri
squ,20,0.5732142857142857,0.5404761904761904,squ,Central Salish,Squamish
srb,4,1,1,sor,Munda,Sora
srm,1,0.3333333333333333,0,srm,Creoles and Pidgins,Saramaccan
sro,6,0.6666666666666666,0.6666666666666666,srd,Romance,Sardinian
srp,15,0.44166666666666665,0.4380952380952381,NA,NA,NA
srq,10,0.62,0.6,srn,Tupi-Guaraní,Sirionó
srs,11,0.5454545454545454,0.5454545454545454,src,Athapaskan,Sarcee
ssd,11,0.45454545454545453,0.45454545454545453,sro,Madang,Siroi
ssf,1,1,1,thw,Western Plains Austronesian,Thao
ssn,6,0.5,0.5,orw,Lowland East Cushitic,Oromo (Waata)
sst,4,0.75,0.75,tba,Chimbu,Tabare
ssw,3,0.6666666666666666,0.6666666666666666,swt,Bantoid,Swati
sti,8,0,0,NA,NA,NA
stp,7,0.8571428571428571,0.8571428571428571,tps,Tepiman,Tepehuan (Southeastern)
str,1,1,1,lum,Central Salish,Lummi
stt,8,0,0,NA,NA,NA
sua,11,0.5909090909090909,0.5757575757575758,sul,NA,Sulka
sue,20,0.45583333333333337,0.3980952380952381,sue,Binanderean,Suena
sui,4,1,1,suk,Suki,Suki
suk,1,1,1,skm,Bantoid,Sukuma
sun,14,0.30357142857142855,0.2571428571428572,sun,Malayo-Sumbawan,Sundanese
suq,4.5,0.9,0.9,cai,Surmic,Chai
sur,12,0.09722222222222222,0.06944444444444445,mup,West Chadic,Mupun
sus,4,0.375,0.33333333333333337,sus,Western Mande,Susu
suv,1,1,1,slg,NA,Sulung
sva,1,0.25,0,sva,Kartvelian,Svan
svs,8,0.5,0.5,svs,Savosavo,Savosavo
swe,19,0.32894736842105265,0.30576441102756896,swe,Germanic,Swedish
swh,27,0.6748236331569666,0.6358024691358024,swa,Bantoid,Swahili
swt,1,0.5,0.3333333333333333,tgp,Kolana-Tanglapui,Tanglapui
swv,1,0,0,skw,Indic,Shekhawati
sza,15,0.3827777777777777,0.3190476190476191,sml,Aslian,Semelai
szg,2,0.875,0.8333333333333333,sgl,Bantoid,Sengele
szp,9,0.7777777777777778,0.7777777777777778,ina,Inanwatan,Inanwatan
szw,1,1,1,swi,South Halmahera - West New Guinea,Sawai
tac,8,0.625,0.625,twe,Tarahumaran,Tarahumara (Western)
tae,9,0.7777777777777778,0.7777777777777778,tar,Inland Northern Arawakan,Tariana
tah,12,0.25,0.22222222222222224,tah,Oceanic,Tahitian
taj,8,0.5,0.5,NA,NA,NA
tam,9,0.4392156862745098,0.4303921568627451,tml,Southern Dravidian,Tamil
tan,4,1,1,tan,West Chadic,Tangale
tap,3,1,1,tbw,Bantoid,Tabwa
taq,7,0.7142857142857143,0.7142857142857143,tsk,Berber,Tamashek
tar,5,0.39999999999999997,0.39999999999999997,tce,Tarahumaran,Tarahumara (Central)
tat,6.5,0.29166666666666663,0.29166666666666663,tmi,Turkic,Tatar (Mishar)
tay,8,0.33333333333333337,0.3125,ata,Atayalic,Atayal
tbc,5,0.4,0.4,tak,Oceanic,Takia
tbd,2,0.5,0.5,kae,Tate,Kaki Ae
tbg,8,0.875,0.875,trr,Eastern Highlands,Tairora
tbh,5,0.8,0.8,dhw,Southeastern Pama-Nyungan,Dharawal
tbi,6,0.8333333333333334,0.8333333333333334,igs,Eastern Jebel,Ingessana
tbl,7,0.42857142857142855,0.42857142857142855,tbo,Bilic,Tboli
tbo,7,0.5,0.47619047619047616,taw,Oceanic,Tawala
tca,6,0.8333333333333334,0.8333333333333334,tic,NA,Ticuna
tcb,9,0.6666666666666666,0.6666666666666666,tnc,Athapaskan,Tanacross
tcf,8,0.75,0.75,tlp,Subtiaba-Tlapanec,Tlapanec
tcg,4,0.25,0.25,tmg,Kayagar,Tamagario
tcs,1,0.3333333333333333,0,bro,Creoles and Pidgins,Broken
tcx,1,1,1,tda,Southern Dravidian,Toda
tcy,5,0.6,0.6,tul,Southern Dravidian,Tulu
tdh,3,0.6666666666666666,0.6666666666666666,thu,Mahakiranti,Thulung
tdn,8,0.53125,0.5,tno,Minahasan,Tondano
tea,8,0.8333333333333334,0.8125,tmr,Aslian,Temiar
tee,9,0.5555555555555556,0.5555555555555556,tee,Totonacan,Tepehua (Huehuetla)
teh,1,0.75,0.6666666666666666,teh,Chon Proper,Tehuelche
tel,10,0.7000000000000001,0.7000000000000001,tel,South-Central Dravidian,Telugu
tem,11,0.6818181818181819,0.6666666666666666,tne,Mel,Temne
teo,10,0.6,0.6,tes,Nilotic,Teso
teq,5,0.8,0.8,tmn,Temein,Temein
ter,1,1,1,trn,Bolivia-Parana,Terêna
tet,6.5,0.041666666666666664,0.027272727272727268,ttd,Central Malayo-Polynesian,Tetun Dili
teu,10,0.7666666666666666,0.75,so,Kuliak,So
tew,1,0,0,tew,Kiowa-Tanoan,Tewa (Arizona)
tex,10,0.5,0.5,ten,Surmic,Tennet
tfr,9,0.5925925925925926,0.5666666666666667,trb,Talamanca,Teribe
tgc,12,0.2222222222222222,0.20833333333333331,tgk,Oceanic,Tigak
tge,8,0.5,0.5,NA,NA,NA
tgk,10,0.5,0.5,taj,Iranian,Tajik
tgl,23,0.4736542443064182,0.3920289855072464,tag,Greater Central Philippine,Tagalog
tgo,3,0.5,0.4666666666666667,sud,Oceanic,Sudest
tha,26,0.12605311355311358,0.044871794871794886,tha,Kam-Tai,Thai
thd,10,0.20000000000000004,0.20000000000000004,thy,Northern Pama-Nyungan,Kuuk Thaayorre
thf,5,1,1,thn,Mahakiranti,Thangmi
thp,3,0.4,0.33333333333333337,tho,Interior Salish,Thompson
ths,4,0.375,0.33333333333333337,thk,Bodic,Thakali
thv,3.6666666666666665,0.7738095238095238,0.746031746031746,tai,Berber,Tuareg (Air)
tig,17,0.46470588235294114,0.446078431372549,tbe,Semitic,Tigré (Beni Amer)
tih,10,0.4,0.4,tim,North Borneo,Timugon
tik,2,0.5,0.5,tik,Bantoid,Tikar
til,2,0.5,0.5,til,Tillamook,Tillamook
tio,7,0.14285714285714288,0.14285714285714288,teo,Oceanic,Teop
tir,10,0.65,0.6333333333333333,tig,Semitic,Tigrinya
tiv,1,0,0,tiv,Bantoid,Tiv
tiw,27,0.49519400352733683,0.45000000000000007,tiw,Tiwian,Tiwi
tix,1,0,0,tws,Kiowa-Tanoan,Tiwa (Southern)
tjm,5,0.8,0.8,tmc,NA,Timucua
tkl,2,0.25,0.16666666666666666,tke,Oceanic,Tokelauan
tkm,14,0.7261904761904762,0.7095238095238096,tkl,NA,Takelma
tkr,2,1,1,tsa,Lezgic,Tsakhur
tks,5,0.45,0.42857142857142855,tts,Iranian,Tati (Southern)
tkw,5,0.2,0.2,bum,Oceanic,Buma
tlb,9,0.6851851851851852,0.6666666666666666,tlo,North Halmaheran,Tobelo
tlc,11,0.5181818181818182,0.45454545454545453,tot,Totonacan,Totonac (Misantla)
tlf,3,0.41666666666666663,0.33333333333333337,tlf,Ok,Telefol
tli,18,0.6597222222222222,0.6216931216931216,tli,Tlingit,Tlingit
tlj,3,1,1,tal,Bantoid,Talinga
tll,4,0.75,0.75,tet,Bantoid,Tetela
tly,1,1,1,taz,Iranian,Talysh (Azerbaijan)
tma,4.5,0.9285714285714286,0.9285714285714286,mii,Taman,Miisiirii
tmd,4,0.75,0.75,har,Piawi,Haruai
tml,26,0.5674450549450549,0.5256410256410257,asm,Asmat-Kamoro,Asmat
tmq,1,1,1,tum,Oceanic,Tumleo
tms,3,0.6666666666666666,0.6666666666666666,tia,Katla-Tima,Tima
tmu,1,0.5,0.3333333333333333,iau,Lakes Plain,Iau
tna,10,0.2,0.2,tac,Tacanan,Tacana
tnc,11,0.7363636363636363,0.7181818181818181,ret,Tucanoan,Retuarã
tnd,1,0,0,tnb,Tunebo,Tunebo
tnk,1,1,1,kwr,Oceanic,Kwamera
tnl,9,0.4444444444444444,0.4444444444444444,len,Oceanic,Lenakel
tnm,2,0.5,0.5,tbl,Sentani,Tabla
tob,8,0.75,0.75,tob,South Guaicuruan,Toba
toi,7,1,1,toz,Bantoid,Tonga (in Zambia)
toj,4,0.5625,0.5,toj,Mayan,Tojolabal
ton,11,0.18181818181818177,0.18181818181818177,tng,Oceanic,Tongan
too,8,0.40625,0.375,txj,Totonacan,Totonac (Xicotepec de Juárez)
tow,1,0,0,jem,Kiowa-Tanoan,Jemez
tpi,3,0.16666666666666669,0.1111111111111111,tpi,Creoles and Pidgins,Tok Pisin
tpj,6,1,1,tpt,Tupi-Guaraní,Tapieté
tpt,10,0.6,0.6,tep,Totonacan,Tepehua (Tlachichilco)
tpy,22,0.5381493506493507,0.49112554112554113,tru,NA,Trumai
tqw,13,0.9423076923076923,0.923076923076923,ton,NA,Tonkawa
trc,9,0.32407407407407407,0.2777777777777778,tri,Mixtecan,Trique (Copala)
trg,1,1,1,nap,Semitic,Neo-Aramaic (Persian Azerbaijan)
tri,8,0.8333333333333334,0.8125,tir,Cariban,Tiriyo
tro,6,0.8333333333333334,0.8333333333333334,tao,Kuki-Chin,Tarao
trp,8,0.8125,0.7916666666666667,kok,Bodo-Garo,Kokborok
trv,2,0.25,0.16666666666666666,see,Atayalic,Seediq
trw,3,1,1,trw,Indic,Torwali
tsg,3,0.33333333333333337,0.33333333333333337,tsg,Greater Central Philippine,Tausug
tsi,17,0.5632352941176471,0.5294117647058824,tsi,Tsimshianic,Tsimshian (Coast)
tsj,7,0.7142857142857143,0.7142857142857143,tgl,Bodic,Tshangla
tsn,2,1,1,tsw,Bantoid,Tswana
tso,2,0,0,tsn,Bantoid,Tsonga
tsu,2,0.8333333333333333,0.75,tso,Tsou,Tsou
tsv,2,0.5,0.5,tgo,Bantoid,Tsogo
tsz,11,0.7272727272727273,0.7272727272727273,pur,Tarascan,Purépecha
tta,7,0.8571428571428571,0.8571428571428571,tte,Core Siouan,Tutelo
tti,3,0.33333333333333337,0.33333333333333337,tbt,Oceanic,Tobati
ttr,9,0.5,0.48148148148148145,ter,Biu-Mandara,Tera
tty,1,1,1,skr,Lakes Plain,Sikaritai
tub,1,1,1,tbb,California Uto-Aztecan,Tübatulabal
tue,3,1,1,tuy,Tucanoan,Tuyuca
tuk,2,1,1,tkm,Turkic,Turkmen
tun,17,0.7735294117647059,0.7401960784313726,tun,NA,Tunica
tuo,12,0.6458333333333334,0.6388888888888888,tuc,Tucanoan,Tucano
tuq,11,0.5454545454545454,0.5454545454545454,NA,NA,NA
tur,27,0.7754850088183421,0.7425044091710759,tur,Turkic,Turkish
tus,9,0.7777777777777778,0.7777777777777778,tus,Northern Iroquoian,Tuscarora
tuv,13,0.75,0.7472527472527473,tna,Nilotic,Turkana
tvk,2,0.3333333333333333,0.3,sea,Oceanic,Southeast Ambrym
tvl,12,0.25625,0.2222222222222222,nnm,Oceanic,Nanumea
tvo,12,0.36944444444444446,0.33333333333333337,tid,North Halmaheran,Tidore
tvt,4,0.25,0.25,tvt,Northern Naga,Tutsa
tvu,7,0.42857142857142855,0.42857142857142855,tnn,Bantoid,Tunen
twa,1,1,1,twa,Central Salish,Twana
twf,7,1,1,twn,Kiowa-Tanoan,Tiwa (Northern)
txu,3,1,1,kyp,Ge-Kaingang,Kayapó
tya,14,0.5833333333333334,0.5666666666666667,tau,Madang,Tauya
tyn,11,0.4810606060606061,0.45454545454545453,NA,NA,NA
tyv,15,0.6166666666666667,0.6,tuv,Turkic,Tuvan
tzh,1,1,1,tza,Mayan,Tzeltal (Aguacatenango)
tzj,15,0.45,0.4444444444444445,tzu,Mayan,Tzutujil
tzm,12,0.3091614906832298,0.28752587991718426,bma,Berber,Berber (Middle Atlas)
tzn,4,0.75,0.75,tgn,Central Malayo-Polynesian,Tugun
tzo,10,0.7,0.7,tzo,Mayan,Tzotzil
uby,10,1,1,uby,Northwest Caucasian,Ubykh
ude,8,0.484375,0.4446428571428571,udh,Tungusic,Udihe
udi,8,0.75,0.75,udi,Lezgic,Udi
udl,9,0.4444444444444444,0.4444444444444444,uld,Biu-Mandara,Uldeme
udm,13,0.75,0.7435897435897436,udm,Permic,Udmurt
uig,11,0.7954545454545454,0.7878787878787878,uyg,Turkic,Uyghur
ukr,12,0.4666666666666667,0.45833333333333337,ukr,Slavic,Ukrainian
uli,9,0.2962962962962963,0.28888888888888886,uli,Oceanic,Ulithian
ulk,6,0.6666666666666666,0.6666666666666666,mer,Western Fly,Meryam Mir
uma,3,0.4,0.33333333333333337,smt,Sahaptian,Sahaptin (Umatilla)
umu,1,0,0,mse,Algonquian,Munsee
ung,20,0.44375,0.4261904761904761,ung,Worrorran,Ungarinjin
unr,10,0.4170112781954887,0.2791353383458647,bhu,Munda,Bhumij
upv,4,0.375,0.33333333333333337,atc,Oceanic,Atchin
ura,7,0.5714285714285714,0.5714285714285714,urn,NA,Urarina
urb,19,0.42061403508771933,0.3771929824561403,urk,Tupi-Guaraní,Urubú-Kaapor
urd,9,0.3611111111111111,0.3492063492063492,urd,Indic,Urdu
ure,2,1,1,uru,Uru-Chipaya,Uru
urf,11,0.5484848484848485,0.4848484848484848,uhi,Northern Pama-Nyungan,Uradhi
urk,10,0.025000000000000005,0,url,Malayo-Sumbawan,Urak Lawoi'
urt,6,0,0,urt,Wapei-Palei,Urat
ury,2,0.5,0.5,ory,Orya,Orya
usa,7,1,1,usr,Eastern Highlands,Usarufa
ute,6.666666666666667,0.9083333333333333,0.905,cmh,Numic,Chemehuevi
uur,4,0.5,0.5,ura,Oceanic,Ura
uwa,8,0.375,0.375,knc,Northern Pama-Nyungan,Kugu Nganhcara
uzn,13,0.7846153846153846,0.7692307692307693,kym,Turkic,Krymchak
uzs,13,0.7846153846153846,0.7692307692307693,NA,NA,NA
vag,1,0.25,0,vag,Southern-Central Gur,Vagla
vai,11,0.1818181818181818,0.1818181818181818,vai,Western Mande,Vai
vam,5,0.23333333333333334,0.16666666666666666,dum,Western Skou,Dumo
van,10,0.29999999999999993,0.29999999999999993,wal,Wapei-Palei,Walman
var,3,0.6666666666666666,0.6666666666666666,grj,Tarahumaran,Guarijío
vay,11,0.6772727272727272,0.6363636363636364,hay,Mahakiranti,Hayu
ven,3,1,1,ven,Bantoid,Venda
vie,27,0.14078483245149914,0.059259259259259275,vie,Viet-Muong,Vietnamese
viv,3,1,1,idn,Oceanic,Iduna
vma,23,0.5718426501035196,0.5,mrt,Western Pama-Nyungan,Martuthunira
vnm,3,0.33333333333333337,0.33333333333333337,vnm,Oceanic,Vinmavis
vot,3,0.6666666666666666,0.6666666666666666,vot,Finnic,Votic
waa,8,0.875,0.875,NA,NA,NA
wac,3,0.9523809523809523,0.9444444444444444,cku,Chinookan,Chinook (Upper)
wal,9,0.8055555555555556,0.7777777777777778,wly,North Omotic,Wolaytta
wam,2,1,1,mtt,Algonquian,Massachusett
wao,11,0.6893939393939393,0.6363636363636364,wap,Wappo,Wappo
waq,4,0.75,0.75,wag,NA,Wagiman
war,1,1,1,wwy,Greater Central Philippine,Waray-Waray
was,9,0.9444444444444444,0.9259259259259259,was,NA,Washo
wau,1,1,1,wur,Central Arawakan,Waurá
waw,4,0.75,0.75,wai,Cariban,Wai Wai
wax,2,1,1,wtm,Lower Ramu,Watam
way,1,0,0,wyn,Cariban,Wayana
wba,21,0.6549319727891156,0.590702947845805,wra,NA,Warao
wbj,1,0.4,0.25,agw,Southern Cushitic,Alagwa
wbl,8,0.5,0.5,wak,Iranian,Wakhi
wbp,8,0.78125,0.75,wrl,Western Pama-Nyungan,Warlpiri
wbv,10,0.77,0.7333333333333334,wat,Western Pama-Nyungan,Watjarri
wdj,2.5,0.5,0.5,bac,Anson Bay,Bachamal
wed,5,0.8,0.8,wed,Oceanic,Wedau
wgi,7,0.5714285714285714,0.5714285714285714,NA,NA,NA
wgu,7,0.30952380952380953,0.2857142857142857,wir,Central Pama-Nyungan,Wirangu
wgy,7,0.5714285714285714,0.5714285714285714,wrg,Northern Pama-Nyungan,Warrgamay
whg,7,0.5714285714285714,0.5714285714285714,NA,NA,NA
wib,6,0.5,0.5,tou,Tusia,Southern Toussian
wic,23,0.65,0.6086956521739131,wic,Caddoan,Wichita
wig,1,1,1,wn,Northern Pama-Nyungan,Wik Ngathana
wim,5,0.8,0.8,wmu,Northern Pama-Nyungan,Wik Munkan
wiv,7,0.14285714285714288,0.14285714285714288,NA,NA,NA
wiy,10,0.45,0.4333333333333333,wiy,Wiyot,Wiyot
wlg,1,1,1,gnb,Gunwinygic,Gunbalang
wlo,6,0.41666666666666663,0.3888888888888889,wlo,Celebic,Wolio
wls,1,0.25,0,wll,Oceanic,Wallisian
wmb,17,0.6083333333333334,0.580812324929972,wam,Wambayan,Wambaya
wme,5,0.4,0.4,wme,Mahakiranti,Wambule
wms,10,0.6666666666666666,0.65,wbn,Awju-Dumut,Wambon
wmt,2,0,0,wlm,Western Pama-Nyungan,Walmatjari
wnd,7,0.9285714285714286,0.9047619047619048,wrn,Warndarang,Warndarang
wng,11,0.4810606060606061,0.45454545454545453,NA,NA,NA
wnu,14,0.5202380952380952,0.4642857142857143,usa,Madang,Usan
wnw,10,0.7666666666666666,0.7261904761904762,win,Wintuan,Wintu
woe,11,0.1818181818181818,0.1818181818181818,wol,Oceanic,Woleaian
wog,2,0.5,0.5,wog,Upper Sepik,Wogamusin
woi,1,1,1,woi,Greater Alor,Woisika
wol,17,0.2647058823529412,0.2549019607843137,wlf,Wolof,Wolof
wos,2,1,1,hhu,Ndu,Hanga Hundi
wra,6,0.33333333333333337,0.33333333333333337,brp,Warapu,Barupu
wrk,7,0.5,0.47619047619047616,grr,Garrwan,Garrwa
wro,7,0.35714285714285715,0.33333333333333337,wor,Worrorran,Worora
wrr,18,0.7300925925925926,0.7198412698412698,wrd,Yangmanic,Wardaman
wrs,1,0.25,0,wrs,Border,Waris
wrz,6,0.7083333333333334,0.6666666666666666,wry,Warayic,Waray (in Australia)
wsa,3,0.41666666666666663,0.33333333333333337,wrm,South Halmahera - West New Guinea,Warembori
wsk,10,0.5166666666666666,0.48333333333333334,wsk,Madang,Waskia
wti,7,1,1,ber,NA,Berta
wwr,7,0.8571428571428571,0.8571428571428571,wrw,Nyulnyulan,Warrwa
wya,4,0.75,0.75,wya,Northern Iroquoian,Wyandot
wyb,27,0.5279100529100529,0.47548500881834216,ngi,Southeastern Pama-Nyungan,Ngiyambaa
xac,5,1,1,kac,Bodo-Garo,Kachari
xal,7.5,0.8333333333333333,0.8333333333333333,kiq,Mongolic,Kalmyk (Issyk-Kul)
xam,1,0,0,xam,Tu,/Xam
xas,8,0.875,0.875,kms,Samoyedic,Kamass
xav,7,0.2857142857142857,0.2857142857142857,xav,Ge-Kaingang,Xavánte
xaw,7,0.8571428571428571,0.8571428571428571,kws,Numic,Kawaiisu
